wp_post_id,title,ical_url,brassbell_url,blocked_ranges,available_nights
70140,Two Bedroom Apartment City View In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70140.ics,https://www.brassbell.net/property/two-bedroom-apartment-city-view-in-the-center-of-zamalek-ROOM-098/,1,210
70141,Two Bedroom Apartment City View In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70141.ics,https://www.brassbell.net/property/two-bedroom-apartment-city-view-in-the-center-of-zamalek-ROOM-129/,2,205
70142,Two Bedroom Apartment Court View In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70142.ics,https://www.brassbell.net/property/two-bedroom-apartment-court-view-in-the-center-of-zamalek-ROOM-130/,1,213
70143,Two Bedroom Apartment In The Center of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70143.ics,https://www.brassbell.net/property/two-bedroom-apartment-in-the-center-of-downtown-cairo-ROOM-053/,3,204
70144,Two Bedroom Apartment In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70144.ics,https://www.brassbell.net/property/two-bedroom-apartment-in-the-center-of-zamalek-ROOM-018/,1,214
70145,Two Bedroom Apartment In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70145.ics,https://www.brassbell.net/property/two-bedroom-apartment-in-the-center-of-zamalek-ROOM-035/,7,202
70146,Two Bedroom Apartment In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70146.ics,https://www.brassbell.net/property/two-bedroom-apartment-in-the-center-of-zamalek-ROOM-131/,3,207
70147,Two Bedroom Apartment Nile View Near Ramses Hilton Hotel,https://mohamedmaged3002-droid.github.io/brassbell-ical/70147.ics,https://www.brassbell.net/property/two-bedroom-apartment-nile-view-near-ramses-hilton-hotel-ROOM-099/,3,199
70148,Two Bedroom Apartment Nile view Next to Om Kolthoom Hotel,https://mohamedmaged3002-droid.github.io/brassbell-ical/70148.ics,https://www.brassbell.net/property/two-bedroom-apartment-nile-view-next-to-om-kolthoom-hotel-OMK-95/,2,201
70149,Two Bedroom Apartment Nile view Next to Om Kolthoom Hotel,https://mohamedmaged3002-droid.github.io/brassbell-ical/70149.ics,https://www.brassbell.net/property/two-bedroom-apartment-nile-view-next-to-om-kolthoom-hotel-ROOM-011/,4,192
70150,Two Bedrooms Apartment,https://mohamedmaged3002-droid.github.io/brassbell-ical/70150.ics,https://www.brassbell.net/property/two-bedrooms-apartment-ROOM-151-2BR/,1,213
